Jahr,Bundesland,Wert,Indikator
1977,Saarland,5.46,precipGE20mm_days
1978,Saarland,9.04,precipGE20mm_days
1979,Saarland,8.7,precipGE20mm_days
1980,Saarland,7.83,precipGE20mm_days
1981,Saarland,10.4,precipGE20mm_days
1982,Saarland,9.47,precipGE20mm_days
1983,Saarland,8.66,precipGE20mm_days
1984,Saarland,9.58,precipGE20mm_days
1985,Saarland,2.87,precipGE20mm_days
1986,Saarland,11.41,precipGE20mm_days
1987,Saarland,7.52,precipGE20mm_days
1988,Saarland,6.1,precipGE20mm_days
1989,Saarland,4.89,precipGE20mm_days
1990,Saarland,8.29,precipGE20mm_days
1991,Saarland,4.59,precipGE20mm_days
1992,Saarland,5.01,precipGE20mm_days
1993,Saarland,8.26,precipGE20mm_days
1994,Saarland,5.38,precipGE20mm_days
1995,Saarland,9.9,precipGE20mm_days
1996,Saarland,5.77,precipGE20mm_days
1997,Saarland,6.71,precipGE20mm_days
1998,Saarland,7.63,precipGE20mm_days
1999,Saarland,8.17,precipGE20mm_days
2000,Saarland,7.74,precipGE20mm_days
2001,Saarland,6.28,precipGE20mm_days
2002,Saarland,11.65,precipGE20mm_days
2003,Saarland,5.49,precipGE20mm_days
2004,Saarland,6.08,precipGE20mm_days
2005,Saarland,3.31,precipGE20mm_days
2006,Saarland,6.63,precipGE20mm_days
2007,Saarland,8.01,precipGE20mm_days
2008,Saarland,6.63,precipGE20mm_days
2009,Saarland,5.59,precipGE20mm_days
2010,Saarland,5.47,precipGE20mm_days
2011,Saarland,5.32,precipGE20mm_days
2012,Saarland,5.65,precipGE20mm_days
2013,Saarland,7.21,precipGE20mm_days
2014,Saarland,5.8,precipGE20mm_days
2015,Saarland,3.21,precipGE20mm_days
2016,Saarland,6.24,precipGE20mm_days
2017,Saarland,7.4,precipGE20mm_days
2018,Saarland,8.82,precipGE20mm_days
2019,Saarland,5.06,precipGE20mm_days
2020,Saarland,6.53,precipGE20mm_days
2021,Saarland,5.21,precipGE20mm_days
2022,Saarland,8.38,precipGE20mm_days
2023,Saarland,9.31,precipGE20mm_days
2024,Saarland,13.51,precipGE20mm_days
2025,Saarland,5.69,precipGE20mm_days
1951,Sachsen,3.67,precipGE20mm_days
1952,Sachsen,3.45,precipGE20mm_days
1953,Sachsen,2.64,precipGE20mm_days
1954,Sachsen,8.16,precipGE20mm_days
1955,Sachsen,4.28,precipGE20mm_days
1956,Sachsen,5.7,precipGE20mm_days
1957,Sachsen,4.71,precipGE20mm_days
1958,Sachsen,5.35,precipGE20mm_days
1959,Sachsen,5.11,precipGE20mm_days
1960,Sachsen,4.89,precipGE20mm_days
1961,Sachsen,3.67,precipGE20mm_days
1962,Sachsen,1.18,precipGE20mm_days
1963,Sachsen,2.39,precipGE20mm_days
1964,Sachsen,2.85,precipGE20mm_days
1965,Sachsen,5.09,precipGE20mm_days
1966,Sachsen,5.42,precipGE20mm_days
1967,Sachsen,4.83,precipGE20mm_days
1968,Sachsen,3.17,precipGE20mm_days
1969,Sachsen,3.46,precipGE20mm_days
1970,Sachsen,4.33,precipGE20mm_days
1971,Sachsen,3.19,precipGE20mm_days
1972,Sachsen,3.8,precipGE20mm_days
1973,Sachsen,3.59,precipGE20mm_days
1974,Sachsen,6.43,precipGE20mm_days
1975,Sachsen,3.54,precipGE20mm_days
1976,Sachsen,1.21,precipGE20mm_days
1977,Sachsen,6.25,precipGE20mm_days
1978,Sachsen,4.99,precipGE20mm_days
1979,Sachsen,3.69,precipGE20mm_days
1980,Sachsen,5.55,precipGE20mm_days
1981,Sachsen,7.32,precipGE20mm_days
1982,Sachsen,2.04,precipGE20mm_days
1983,Sachsen,4.79,precipGE20mm_days
1984,Sachsen,3.6,precipGE20mm_days
1985,Sachsen,2,precipGE20mm_days
1986,Sachsen,5.33,precipGE20mm_days
1987,Sachsen,4.9,precipGE20mm_days
1988,Sachsen,2.69,precipGE20mm_days
1989,Sachsen,3.1,precipGE20mm_days
1990,Sachsen,2.99,precipGE20mm_days
1991,Sachsen,3.3,precipGE20mm_days
1992,Sachsen,3.67,precipGE20mm_days
1993,Sachsen,4.08,precipGE20mm_days
1994,Sachsen,6.42,precipGE20mm_days
1995,Sachsen,6.65,precipGE20mm_days
1996,Sachsen,3.84,precipGE20mm_days
1997,Sachsen,3.49,precipGE20mm_days
1998,Sachsen,4.36,precipGE20mm_days
1999,Sachsen,3.3,precipGE20mm_days
2000,Sachsen,3.97,precipGE20mm_days
2001,Sachsen,3.27,precipGE20mm_days
2002,Sachsen,7.25,precipGE20mm_days
2003,Sachsen,1.75,precipGE20mm_days
2004,Sachsen,4.15,precipGE20mm_days
2005,Sachsen,3.94,precipGE20mm_days
2006,Sachsen,3.05,precipGE20mm_days
2007,Sachsen,5.51,precipGE20mm_days
2008,Sachsen,4.59,precipGE20mm_days
2009,Sachsen,4.06,precipGE20mm_days
2010,Sachsen,8.7,precipGE20mm_days
2011,Sachsen,5.18,precipGE20mm_days
2012,Sachsen,4.27,precipGE20mm_days
2013,Sachsen,7.89,precipGE20mm_days
2014,Sachsen,3.99,precipGE20mm_days
2015,Sachsen,3.49,precipGE20mm_days
2016,Sachsen,4.33,precipGE20mm_days
2017,Sachsen,3.61,precipGE20mm_days
2018,Sachsen,2.59,precipGE20mm_days
2019,Sachsen,3.06,precipGE20mm_days
2020,Sachsen,5.61,precipGE20mm_days
2021,Sachsen,5.77,precipGE20mm_days
2022,Sachsen,3.21,precipGE20mm_days
2023,Sachsen,3.45,precipGE20mm_days
2024,Sachsen,4.59,precipGE20mm_days
2025,Sachsen,2.96,precipGE20mm_days
1951,Sachsen-Anhalt,3.24,precipGE20mm_days
1952,Sachsen-Anhalt,2.65,precipGE20mm_days
1953,Sachsen-Anhalt,2.32,precipGE20mm_days
1954,Sachsen-Anhalt,4.05,precipGE20mm_days
1955,Sachsen-Anhalt,4.72,precipGE20mm_days
1956,Sachsen-Anhalt,4.46,precipGE20mm_days
1957,Sachsen-Anhalt,2.85,precipGE20mm_days
1958,Sachsen-Anhalt,3.52,precipGE20mm_days
1959,Sachsen-Anhalt,2.72,precipGE20mm_days
1960,Sachsen-Anhalt,3.14,precipGE20mm_days
1961,Sachsen-Anhalt,3.95,precipGE20mm_days
1962,Sachsen-Anhalt,1.29,precipGE20mm_days
1963,Sachsen-Anhalt,1.83,precipGE20mm_days
1964,Sachsen-Anhalt,2.26,precipGE20mm_days
1965,Sachsen-Anhalt,3.69,precipGE20mm_days
1966,Sachsen-Anhalt,3.93,precipGE20mm_days
1967,Sachsen-Anhalt,3.25,precipGE20mm_days
1968,Sachsen-Anhalt,2.95,precipGE20mm_days
1969,Sachsen-Anhalt,2.38,precipGE20mm_days
1970,Sachsen-Anhalt,3.69,precipGE20mm_days
1971,Sachsen-Anhalt,2.47,precipGE20mm_days
1972,Sachsen-Anhalt,3.87,precipGE20mm_days
1973,Sachsen-Anhalt,1.07,precipGE20mm_days
1974,Sachsen-Anhalt,2.25,precipGE20mm_days
1975,Sachsen-Anhalt,1.9,precipGE20mm_days
1976,Sachsen-Anhalt,0.68,precipGE20mm_days
1977,Sachsen-Anhalt,4.65,precipGE20mm_days
1978,Sachsen-Anhalt,1.76,precipGE20mm_days
1979,Sachsen-Anhalt,1.6,precipGE20mm_days
1980,Sachsen-Anhalt,2.72,precipGE20mm_days
1981,Sachsen-Anhalt,3.86,precipGE20mm_days
1982,Sachsen-Anhalt,0.54,precipGE20mm_days
1983,Sachsen-Anhalt,3.35,precipGE20mm_days
1984,Sachsen-Anhalt,2.82,precipGE20mm_days
1985,Sachsen-Anhalt,1.18,precipGE20mm_days
1986,Sachsen-Anhalt,3.26,precipGE20mm_days
1987,Sachsen-Anhalt,2.59,precipGE20mm_days
1988,Sachsen-Anhalt,1.26,precipGE20mm_days
1989,Sachsen-Anhalt,1.55,precipGE20mm_days
1990,Sachsen-Anhalt,2.64,precipGE20mm_days
1991,Sachsen-Anhalt,1.38,precipGE20mm_days
1992,Sachsen-Anhalt,2.89,precipGE20mm_days
1993,Sachsen-Anhalt,3.39,precipGE20mm_days
1994,Sachsen-Anhalt,5.6,precipGE20mm_days
1995,Sachsen-Anhalt,2.04,precipGE20mm_days
1996,Sachsen-Anhalt,1.99,precipGE20mm_days
1997,Sachsen-Anhalt,2.6,precipGE20mm_days
1998,Sachsen-Anhalt,2.31,precipGE20mm_days
1999,Sachsen-Anhalt,1.53,precipGE20mm_days
2000,Sachsen-Anhalt,1.63,precipGE20mm_days
2001,Sachsen-Anhalt,2.31,precipGE20mm_days
2002,Sachsen-Anhalt,5.88,precipGE20mm_days
2003,Sachsen-Anhalt,1.92,precipGE20mm_days
2004,Sachsen-Anhalt,1.93,precipGE20mm_days
2005,Sachsen-Anhalt,2.26,precipGE20mm_days
2006,Sachsen-Anhalt,1.18,precipGE20mm_days
2007,Sachsen-Anhalt,6.88,precipGE20mm_days
2008,Sachsen-Anhalt,2.79,precipGE20mm_days
2009,Sachsen-Anhalt,2.18,precipGE20mm_days
2010,Sachsen-Anhalt,5.45,precipGE20mm_days
2011,Sachsen-Anhalt,4.03,precipGE20mm_days
2012,Sachsen-Anhalt,1.99,precipGE20mm_days
2013,Sachsen-Anhalt,4.39,precipGE20mm_days
2014,Sachsen-Anhalt,3.97,precipGE20mm_days
2015,Sachsen-Anhalt,3.26,precipGE20mm_days
2016,Sachsen-Anhalt,2.46,precipGE20mm_days
2017,Sachsen-Anhalt,3.95,precipGE20mm_days
2018,Sachsen-Anhalt,1.39,precipGE20mm_days
2019,Sachsen-Anhalt,2.54,precipGE20mm_days
2020,Sachsen-Anhalt,3.05,precipGE20mm_days
2021,Sachsen-Anhalt,4.32,precipGE20mm_days
2022,Sachsen-Anhalt,1.05,precipGE20mm_days
2023,Sachsen-Anhalt,3.8,precipGE20mm_days
2024,Sachsen-Anhalt,3.79,precipGE20mm_days
2025,Sachsen-Anhalt,1.74,precipGE20mm_days
1951,Schleswig-Holstein,5.18,precipGE20mm_days
1952,Schleswig-Holstein,2.42,precipGE20mm_days
1953,Schleswig-Holstein,2.82,precipGE20mm_days
1954,Schleswig-Holstein,5.82,precipGE20mm_days
1955,Schleswig-Holstein,3.96,precipGE20mm_days
1956,Schleswig-Holstein,2.34,precipGE20mm_days
1957,Schleswig-Holstein,3.67,precipGE20mm_days
1958,Schleswig-Holstein,2.82,precipGE20mm_days
1959,Schleswig-Holstein,1.69,precipGE20mm_days
1960,Schleswig-Holstein,6.05,precipGE20mm_days
1961,Schleswig-Holstein,3.2,precipGE20mm_days
1962,Schleswig-Holstein,2.84,precipGE20mm_days
1963,Schleswig-Holstein,3.14,precipGE20mm_days
1964,Schleswig-Holstein,1.64,precipGE20mm_days
1965,Schleswig-Holstein,7.06,precipGE20mm_days
1966,Schleswig-Holstein,4.84,precipGE20mm_days
1967,Schleswig-Holstein,4.63,precipGE20mm_days
1968,Schleswig-Holstein,4.63,precipGE20mm_days
1969,Schleswig-Holstein,3.78,precipGE20mm_days
1970,Schleswig-Holstein,4.49,precipGE20mm_days
1971,Schleswig-Holstein,2.33,precipGE20mm_days
1972,Schleswig-Holstein,2.87,precipGE20mm_days
1973,Schleswig-Holstein,4.09,precipGE20mm_days
1974,Schleswig-Holstein,2.45,precipGE20mm_days
1975,Schleswig-Holstein,2.31,precipGE20mm_days
1976,Schleswig-Holstein,1.76,precipGE20mm_days
1977,Schleswig-Holstein,3.01,precipGE20mm_days
1978,Schleswig-Holstein,2.66,precipGE20mm_days
1979,Schleswig-Holstein,2.53,precipGE20mm_days
1980,Schleswig-Holstein,5.6,precipGE20mm_days
1981,Schleswig-Holstein,4.42,precipGE20mm_days
1982,Schleswig-Holstein,2.43,precipGE20mm_days
1983,Schleswig-Holstein,3.37,precipGE20mm_days
1984,Schleswig-Holstein,5.38,precipGE20mm_days
1985,Schleswig-Holstein,2.5,precipGE20mm_days
1986,Schleswig-Holstein,4.86,precipGE20mm_days
1987,Schleswig-Holstein,2.3,precipGE20mm_days
1988,Schleswig-Holstein,2.98,precipGE20mm_days
1989,Schleswig-Holstein,5.18,precipGE20mm_days
1990,Schleswig-Holstein,6.04,precipGE20mm_days
1991,Schleswig-Holstein,4.84,precipGE20mm_days
1992,Schleswig-Holstein,3.97,precipGE20mm_days
1993,Schleswig-Holstein,4.31,precipGE20mm_days
1994,Schleswig-Holstein,5.29,precipGE20mm_days
1995,Schleswig-Holstein,3.25,precipGE20mm_days
1996,Schleswig-Holstein,1.7,precipGE20mm_days
1997,Schleswig-Holstein,4.7,precipGE20mm_days
1998,Schleswig-Holstein,6.12,precipGE20mm_days
1999,Schleswig-Holstein,3.25,precipGE20mm_days
2000,Schleswig-Holstein,1.7,precipGE20mm_days
2001,Schleswig-Holstein,4.28,precipGE20mm_days
2002,Schleswig-Holstein,6.76,precipGE20mm_days
2003,Schleswig-Holstein,2.76,precipGE20mm_days
2004,Schleswig-Holstein,3.97,precipGE20mm_days
2005,Schleswig-Holstein,4.01,precipGE20mm_days
2006,Schleswig-Holstein,3.21,precipGE20mm_days
2007,Schleswig-Holstein,5.45,precipGE20mm_days
2008,Schleswig-Holstein,5.26,precipGE20mm_days
2009,Schleswig-Holstein,3.91,precipGE20mm_days
2010,Schleswig-Holstein,5.41,precipGE20mm_days
2011,Schleswig-Holstein,6.78,precipGE20mm_days
2012,Schleswig-Holstein,3.51,precipGE20mm_days
2013,Schleswig-Holstein,3.57,precipGE20mm_days
2014,Schleswig-Holstein,5.47,precipGE20mm_days
2015,Schleswig-Holstein,3.85,precipGE20mm_days
2016,Schleswig-Holstein,2.96,precipGE20mm_days
2017,Schleswig-Holstein,6.86,precipGE20mm_days
2018,Schleswig-Holstein,1.61,precipGE20mm_days
2019,Schleswig-Holstein,3.88,precipGE20mm_days
2020,Schleswig-Holstein,3.5,precipGE20mm_days
2021,Schleswig-Holstein,3.56,precipGE20mm_days
2022,Schleswig-Holstein,4.69,precipGE20mm_days
2023,Schleswig-Holstein,4.9,precipGE20mm_days
2024,Schleswig-Holstein,7.24,precipGE20mm_days
2025,Schleswig-Holstein,6.14,precipGE20mm_days
1951,Thueringen,3.82,precipGE20mm_days
1952,Thueringen,3.29,precipGE20mm_days
1953,Thueringen,2.67,precipGE20mm_days
1954,Thueringen,3.59,precipGE20mm_days
1955,Thueringen,3.89,precipGE20mm_days
1956,Thueringen,4.83,precipGE20mm_days
1957,Thueringen,2.75,precipGE20mm_days
1958,Thueringen,4.8,precipGE20mm_days
1959,Thueringen,3.31,precipGE20mm_days
1960,Thueringen,4.73,precipGE20mm_days
1961,Thueringen,4.66,precipGE20mm_days
1962,Thueringen,1.99,precipGE20mm_days
1963,Thueringen,3.1,precipGE20mm_days
1964,Thueringen,1.98,precipGE20mm_days
1965,Thueringen,4.28,precipGE20mm_days
1966,Thueringen,5.98,precipGE20mm_days
1967,Thueringen,4.42,precipGE20mm_days
1968,Thueringen,3.84,precipGE20mm_days
1969,Thueringen,3.9,precipGE20mm_days
1970,Thueringen,3.43,precipGE20mm_days
1971,Thueringen,2.72,precipGE20mm_days
1972,Thueringen,5.18,precipGE20mm_days
1973,Thueringen,2.62,precipGE20mm_days
1974,Thueringen,3.07,precipGE20mm_days
1975,Thueringen,2.88,precipGE20mm_days
1976,Thueringen,1.33,precipGE20mm_days
1977,Thueringen,6.2,precipGE20mm_days
1978,Thueringen,3.54,precipGE20mm_days
1979,Thueringen,3.4,precipGE20mm_days
1980,Thueringen,3.76,precipGE20mm_days
1981,Thueringen,6.96,precipGE20mm_days
1982,Thueringen,1.97,precipGE20mm_days
1983,Thueringen,4.36,precipGE20mm_days
1984,Thueringen,5.65,precipGE20mm_days
1985,Thueringen,2.22,precipGE20mm_days
1986,Thueringen,5.1,precipGE20mm_days
1987,Thueringen,4.98,precipGE20mm_days
1988,Thueringen,3.08,precipGE20mm_days
1989,Thueringen,3.31,precipGE20mm_days
1990,Thueringen,2.92,precipGE20mm_days
1991,Thueringen,1.94,precipGE20mm_days
1992,Thueringen,4.62,precipGE20mm_days
1993,Thueringen,4.64,precipGE20mm_days
1994,Thueringen,4.88,precipGE20mm_days
1995,Thueringen,5.35,precipGE20mm_days
1996,Thueringen,3.8,precipGE20mm_days
1997,Thueringen,3.39,precipGE20mm_days
1998,Thueringen,3.97,precipGE20mm_days
1999,Thueringen,3.6,precipGE20mm_days
2000,Thueringen,2.6,precipGE20mm_days
2001,Thueringen,2.95,precipGE20mm_days
2002,Thueringen,7.85,precipGE20mm_days
2003,Thueringen,2.77,precipGE20mm_days
2004,Thueringen,4.44,precipGE20mm_days
2005,Thueringen,3.59,precipGE20mm_days
2006,Thueringen,4,precipGE20mm_days
2007,Thueringen,7.52,precipGE20mm_days
2008,Thueringen,2.79,precipGE20mm_days
2009,Thueringen,4.11,precipGE20mm_days
2010,Thueringen,5.01,precipGE20mm_days
2011,Thueringen,3.53,precipGE20mm_days
2012,Thueringen,4.02,precipGE20mm_days
2013,Thueringen,6.1,precipGE20mm_days
2014,Thueringen,4.42,precipGE20mm_days
2015,Thueringen,2.71,precipGE20mm_days
2016,Thueringen,3.37,precipGE20mm_days
2017,Thueringen,5.26,precipGE20mm_days
2018,Thueringen,3.04,precipGE20mm_days
2019,Thueringen,3.46,precipGE20mm_days
2020,Thueringen,5.32,precipGE20mm_days
2021,Thueringen,5.4,precipGE20mm_days
2022,Thueringen,3.04,precipGE20mm_days
2023,Thueringen,4.7,precipGE20mm_days
2024,Thueringen,5.7,precipGE20mm_days
2025,Thueringen,3.3,precipGE20mm_days
1951,Thueringen/Sachsen-Anhalt,3.49,precipGE20mm_days
1952,Thueringen/Sachsen-Anhalt,2.93,precipGE20mm_days
1953,Thueringen/Sachsen-Anhalt,2.47,precipGE20mm_days
1954,Thueringen/Sachsen-Anhalt,3.85,precipGE20mm_days
1955,Thueringen/Sachsen-Anhalt,4.36,precipGE20mm_days
1956,Thueringen/Sachsen-Anhalt,4.62,precipGE20mm_days
1957,Thueringen/Sachsen-Anhalt,2.81,precipGE20mm_days
1958,Thueringen/Sachsen-Anhalt,4.08,precipGE20mm_days
1959,Thueringen/Sachsen-Anhalt,2.98,precipGE20mm_days
1960,Thueringen/Sachsen-Anhalt,3.83,precipGE20mm_days
1961,Thueringen/Sachsen-Anhalt,4.26,precipGE20mm_days
1962,Thueringen/Sachsen-Anhalt,1.59,precipGE20mm_days
1963,Thueringen/Sachsen-Anhalt,2.38,precipGE20mm_days
1964,Thueringen/Sachsen-Anhalt,2.14,precipGE20mm_days
1965,Thueringen/Sachsen-Anhalt,3.95,precipGE20mm_days
1966,Thueringen/Sachsen-Anhalt,4.82,precipGE20mm_days
1967,Thueringen/Sachsen-Anhalt,3.76,precipGE20mm_days
1968,Thueringen/Sachsen-Anhalt,3.34,precipGE20mm_days
1969,Thueringen/Sachsen-Anhalt,3.04,precipGE20mm_days
1970,Thueringen/Sachsen-Anhalt,3.58,precipGE20mm_days
1971,Thueringen/Sachsen-Anhalt,2.58,precipGE20mm_days
1972,Thueringen/Sachsen-Anhalt,4.44,precipGE20mm_days
1973,Thueringen/Sachsen-Anhalt,1.74,precipGE20mm_days
1974,Thueringen/Sachsen-Anhalt,2.61,precipGE20mm_days
1975,Thueringen/Sachsen-Anhalt,2.33,precipGE20mm_days
1976,Thueringen/Sachsen-Anhalt,0.96,precipGE20mm_days
1977,Thueringen/Sachsen-Anhalt,5.32,precipGE20mm_days
1978,Thueringen/Sachsen-Anhalt,2.53,precipGE20mm_days
1979,Thueringen/Sachsen-Anhalt,2.38,precipGE20mm_days
1980,Thueringen/Sachsen-Anhalt,3.17,precipGE20mm_days
1981,Thueringen/Sachsen-Anhalt,5.2,precipGE20mm_days
1982,Thueringen/Sachsen-Anhalt,1.16,precipGE20mm_days
1983,Thueringen/Sachsen-Anhalt,3.79,precipGE20mm_days
1984,Thueringen/Sachsen-Anhalt,4.05,precipGE20mm_days
1985,Thueringen/Sachsen-Anhalt,1.63,precipGE20mm_days
1986,Thueringen/Sachsen-Anhalt,4.06,precipGE20mm_days
1987,Thueringen/Sachsen-Anhalt,3.63,precipGE20mm_days
1988,Thueringen/Sachsen-Anhalt,2.05,precipGE20mm_days
1989,Thueringen/Sachsen-Anhalt,2.31,precipGE20mm_days
1990,Thueringen/Sachsen-Anhalt,2.76,precipGE20mm_days
1991,Thueringen/Sachsen-Anhalt,1.62,precipGE20mm_days
1992,Thueringen/Sachsen-Anhalt,3.64,precipGE20mm_days
1993,Thueringen/Sachsen-Anhalt,3.93,precipGE20mm_days
1994,Thueringen/Sachsen-Anhalt,5.29,precipGE20mm_days
1995,Thueringen/Sachsen-Anhalt,3.48,precipGE20mm_days
1996,Thueringen/Sachsen-Anhalt,2.78,precipGE20mm_days
1997,Thueringen/Sachsen-Anhalt,2.94,precipGE20mm_days
1998,Thueringen/Sachsen-Anhalt,3.03,precipGE20mm_days
1999,Thueringen/Sachsen-Anhalt,2.43,precipGE20mm_days
2000,Thueringen/Sachsen-Anhalt,2.05,precipGE20mm_days
2001,Thueringen/Sachsen-Anhalt,2.59,precipGE20mm_days
2002,Thueringen/Sachsen-Anhalt,6.73,precipGE20mm_days
2003,Thueringen/Sachsen-Anhalt,2.29,precipGE20mm_days
2004,Thueringen/Sachsen-Anhalt,3.02,precipGE20mm_days
2005,Thueringen/Sachsen-Anhalt,2.84,precipGE20mm_days
2006,Thueringen/Sachsen-Anhalt,2.4,precipGE20mm_days
2007,Thueringen/Sachsen-Anhalt,7.16,precipGE20mm_days
2008,Thueringen/Sachsen-Anhalt,2.79,precipGE20mm_days
2009,Thueringen/Sachsen-Anhalt,3.02,precipGE20mm_days
2010,Thueringen/Sachsen-Anhalt,5.26,precipGE20mm_days
2011,Thueringen/Sachsen-Anhalt,3.81,precipGE20mm_days
2012,Thueringen/Sachsen-Anhalt,2.87,precipGE20mm_days
2013,Thueringen/Sachsen-Anhalt,5.13,precipGE20mm_days
2014,Thueringen/Sachsen-Anhalt,4.17,precipGE20mm_days
2015,Thueringen/Sachsen-Anhalt,3.02,precipGE20mm_days
2016,Thueringen/Sachsen-Anhalt,2.85,precipGE20mm_days
2017,Thueringen/Sachsen-Anhalt,4.52,precipGE20mm_days
2018,Thueringen/Sachsen-Anhalt,2.11,precipGE20mm_days
2019,Thueringen/Sachsen-Anhalt,2.94,precipGE20mm_days
2020,Thueringen/Sachsen-Anhalt,4.03,precipGE20mm_days
2021,Thueringen/Sachsen-Anhalt,4.79,precipGE20mm_days
2022,Thueringen/Sachsen-Anhalt,1.91,precipGE20mm_days
2023,Thueringen/Sachsen-Anhalt,4.19,precipGE20mm_days
2024,Thueringen/Sachsen-Anhalt,4.62,precipGE20mm_days
2025,Thueringen/Sachsen-Anhalt,2.42,precipGE20mm_days
1951,Baden-Wuerttemberg,32.33,summer_days
1952,Baden-Wuerttemberg,43.11,summer_days
1953,Baden-Wuerttemberg,34.13,summer_days
1954,Baden-Wuerttemberg,19.54,summer_days
1955,Baden-Wuerttemberg,20.98,summer_days
1956,Baden-Wuerttemberg,16.71,summer_days
1957,Baden-Wuerttemberg,25.75,summer_days
1958,Baden-Wuerttemberg,33.52,summer_days
1959,Baden-Wuerttemberg,44.14,summer_days
1960,Baden-Wuerttemberg,19.52,summer_days
1961,Baden-Wuerttemberg,34.95,summer_days
1962,Baden-Wuerttemberg,33.97,summer_days
1963,Baden-Wuerttemberg,25.98,summer_days
1964,Baden-Wuerttemberg,45.74,summer_days
1965,Baden-Wuerttemberg,18.4,summer_days
1966,Baden-Wuerttemberg,26.1,summer_days
1967,Baden-Wuerttemberg,35.46,summer_days
1968,Baden-Wuerttemberg,20.77,summer_days
1969,Baden-Wuerttemberg,33.5,summer_days
1970,Baden-Wuerttemberg,31.18,summer_days
1971,Baden-Wuerttemberg,36.42,summer_days
1972,Baden-Wuerttemberg,20.7,summer_days
1973,Baden-Wuerttemberg,38.48,summer_days
1974,Baden-Wuerttemberg,21.5,summer_days
1975,Baden-Wuerttemberg,33.8,summer_days
1976,Baden-Wuerttemberg,43.47,summer_days
1977,Baden-Wuerttemberg,19.27,summer_days
1978,Baden-Wuerttemberg,18.04,summer_days
1979,Baden-Wuerttemberg,29.1,summer_days
1980,Baden-Wuerttemberg,19.38,summer_days
1981,Baden-Wuerttemberg,28.88,summer_days
1982,Baden-Wuerttemberg,39.95,summer_days
1983,Baden-Wuerttemberg,50.42,summer_days
1984,Baden-Wuerttemberg,21.67,summer_days
1985,Baden-Wuerttemberg,34.42,summer_days
1986,Baden-Wuerttemberg,37.93,summer_days
1987,Baden-Wuerttemberg,29.73,summer_days
1988,Baden-Wuerttemberg,29.14,summer_days
1989,Baden-Wuerttemberg,37.91,summer_days
1990,Baden-Wuerttemberg,35.93,summer_days
1991,Baden-Wuerttemberg,43.72,summer_days
1992,Baden-Wuerttemberg,44.15,summer_days
1993,Baden-Wuerttemberg,34.6,summer_days
1994,Baden-Wuerttemberg,47.07,summer_days
1995,Baden-Wuerttemberg,39.16,summer_days
1996,Baden-Wuerttemberg,26.52,summer_days
1997,Baden-Wuerttemberg,40.5,summer_days
1998,Baden-Wuerttemberg,35.19,summer_days
1999,Baden-Wuerttemberg,38.36,summer_days
2000,Baden-Wuerttemberg,41.16,summer_days
2001,Baden-Wuerttemberg,41.51,summer_days
2002,Baden-Wuerttemberg,36.12,summer_days
2003,Baden-Wuerttemberg,79.66,summer_days
2004,Baden-Wuerttemberg,39.24,summer_days
2005,Baden-Wuerttemberg,43.52,summer_days
2006,Baden-Wuerttemberg,51.09,summer_days
2007,Baden-Wuerttemberg,40.29,summer_days
2008,Baden-Wuerttemberg,38.31,summer_days
2009,Baden-Wuerttemberg,40.87,summer_days
2010,Baden-Wuerttemberg,37.22,summer_days
2011,Baden-Wuerttemberg,48.11,summer_days
2012,Baden-Wuerttemberg,45.89,summer_days
2013,Baden-Wuerttemberg,43.92,summer_days
2014,Baden-Wuerttemberg,34.94,summer_days
2015,Baden-Wuerttemberg,52.9,summer_days
2016,Baden-Wuerttemberg,50.9,summer_days
2017,Baden-Wuerttemberg,54.22,summer_days
2018,Baden-Wuerttemberg,79.71,summer_days
2019,Baden-Wuerttemberg,55.4,summer_days
2020,Baden-Wuerttemberg,55,summer_days
2021,Baden-Wuerttemberg,38.14,summer_days
2022,Baden-Wuerttemberg,72.61,summer_days
2023,Baden-Wuerttemberg,70.53,summer_days
2024,Baden-Wuerttemberg,56.78,summer_days
2025,Baden-Wuerttemberg,51.89,summer_days
1951,Bayern,33.02,summer_days
1952,Bayern,39.09,summer_days
1953,Bayern,37.02,summer_days
1954,Bayern,18.89,summer_days
1955,Bayern,17.56,summer_days
1956,Bayern,17.51,summer_days
1957,Bayern,25.09,summer_days
1958,Bayern,30.34,summer_days
1959,Bayern,36.47,summer_days
1960,Bayern,20.27,summer_days
1961,Bayern,32.77,summer_days
1962,Bayern,30.47,summer_days
1963,Bayern,25.17,summer_days
1964,Bayern,42.19,summer_days
1965,Bayern,17.42,summer_days
1966,Bayern,23.96,summer_days
1967,Bayern,31.76,summer_days
1968,Bayern,22.34,summer_days
1969,Bayern,31.99,summer_days
1970,Bayern,30.43,summer_days
1971,Bayern,33.88,summer_days
1972,Bayern,23.53,summer_days
1973,Bayern,35.57,summer_days
1974,Bayern,19.68,summer_days
1975,Bayern,35.63,summer_days
1976,Bayern,38.49,summer_days
1977,Bayern,20,summer_days
1978,Bayern,16.94,summer_days
1979,Bayern,28.24,summer_days
1980,Bayern,18.32,summer_days
1981,Bayern,29.06,summer_days
1982,Bayern,40.68,summer_days
1983,Bayern,50.23,summer_days
1984,Bayern,17.38,summer_days
1985,Bayern,30.81,summer_days
1986,Bayern,38.22,summer_days
1987,Bayern,27.49,summer_days
1988,Bayern,27.76,summer_days
1989,Bayern,30.4,summer_days
1990,Bayern,33.1,summer_days
