Land;Statistische Kennziffer;Kreisfreie Stadt bzw. Stadtkreis, Landkreis bzw. Kreis;Wahlberechtigte;Wähler;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;Tierschutzallianz;B*;DKP;Die Grauen;du.;MG;MENSCHLICHE WELT;Gesundheitsforschung;V-Partei³;Bündnis C;DIE EINHEIT;DIE VIOLETTEN;FAMILIE;DIE FRAUEN;MIETERPARTEI;Neue Liberale;UNABHÄNGIGE;Übrige;Ungültige;Gültige;CDU;SPD;DIE LINKE;GRÜNE;CSU;FDP;AfD;PIRATEN;NPD;FREIE WÄHLER;Tierschutzpartei;ÖDP;Die PARTEI;BP;Volksabstimmung;PDV;MLPD;BüSo;SGP;DIE RECHTE;AD-DEMOKRATEN;Tierschutzallianz;B*;BGE;DiB;DKP;DM;Die Grauen;du.;MG;MENSCHLICHE WELT;Die Humanisten;Gesundheitsforschung;V-Partei³
;;;;;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen;Zweitstimmen
TH;16051;Erfurt, Stadt;166560;125934;1743;124191;33634;22850;23438;8044;0;7505;22077;1337;0;1399;0;1130;2777;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1582;124352;31301;17867;24389;8762;0;10667;23041;904;816;1204;0;807;2844;0;0;0;195;0;0;0;0;0;0;600;0;0;536;0;0;0;0;0;0;419
TH;16052;Gera, Stadt;78746;56818;772;56046;14078;6748;12229;1349;0;3235;16245;0;0;1239;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;555;0;0;0;0;0;0;0;0;368;674;56144;12691;5916;11625;1659;0;4683;16011;270;719;799;0;193;818;0;0;0;66;0;0;0;0;0;0;155;0;0;202;0;0;0;0;0;0;337
TH;16053;Jena, Stadt;83027;65548;694;64854;14988;10831;18555;4972;0;3861;8699;0;0;1818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1130;494;65054;14976;8770;14800;6639;0;6158;9349;422;272;826;0;342;1621;0;0;0;84;0;0;0;0;0;0;317;0;0;225;0;0;0;0;0;0;253
TH;16054;Suhl, Stadt;29677;21277;314;20963;6345;2555;5524;596;0;1031;4057;111;0;437;0;238;0;0;0;0;69;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;21007;5409;2781;4903;787;0;1592;4171;73;204;320;0;128;307;0;0;0;27;0;0;0;0;0;0;155;0;0;106;0;0;0;0;0;0;44
TH;16055;Weimar, Stadt;50104;37977;518;37459;10318;6802;6935;3501;0;2171;5820;297;0;386;0;381;848;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;457;37520;9639;5166;7236;3719;0;3202;6024;220;268;330;0;251;800;0;0;0;40;0;0;0;0;0;0;334;0;0;117;0;0;0;0;0;0;174
TH;16056;Eisenach, Stadt;33655;24586;379;24207;6980;4074;4445;995;0;1280;4278;0;1234;714;0;0;0;0;0;0;207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;338;24248;6128;3635;4392;1153;0;1843;4615;137;991;343;0;82;388;0;0;0;108;0;0;0;0;0;0;203;0;0;166;0;0;0;0;0;0;64
TH;16061;Eichsfeld;82004;63003;685;62318;31461;6722;5515;1569;0;3103;11198;0;0;1220;0;1103;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;427;736;62267;27342;7046;5700;2031;0;5269;11322;162;908;954;0;650;484;0;0;0;24;0;0;0;0;0;0;146;0;0;139;0;0;0;0;0;0;90
TH;16062;Nordhausen;70495;49345;816;48529;15500;8209;8894;1591;0;2243;10560;0;0;876;0;455;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;201;872;48473;13591;8022;8489;1682;0;3446;10239;164;605;633;0;286;546;0;0;0;63;0;0;0;0;0;0;522;0;0;106;0;0;0;0;0;0;79
TH;16063;Wartburgkreis;103299;77226;1008;76218;27364;11166;11361;2404;0;3328;16355;0;1396;2568;0;0;0;0;0;0;276;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1018;76208;23698;10865;11747;2486;0;5002;17178;282;1402;1658;0;250;856;0;0;0;150;0;0;0;0;0;0;240;0;0;281;0;0;0;0;0;0;113
TH;16064;Unstrut-Hainich-Kreis;85604;61342;927;60415;21034;9238;9093;1667;0;3467;13419;0;563;1728;0;0;0;0;0;0;206;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;912;60430;18514;8706;9032;1957;0;4700;14031;257;626;1184;0;231;613;0;0;0;111;0;0;0;0;0;0;177;0;0;161;0;0;0;0;0;0;130
TH;16065;Kyffhäuserkreis;64174;45991;763;45228;12357;7389;9439;832;0;2287;11644;0;0;773;0;371;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;136;802;45189;11734;6584;8424;1065;0;3259;11293;177;960;580;0;230;444;0;0;0;66;0;0;0;0;0;0;197;0;0;104;0;0;0;0;0;0;72
TH;16066;Schmalkalden-Meiningen;103660;75849;1036;74813;26195;11068;12200;2152;0;4094;15808;599;0;1962;0;547;0;0;0;0;188;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;991;74858;23942;10517;11910;2697;0;5064;16188;335;843;1371;0;382;894;0;0;0;117;0;0;0;0;0;0;235;0;0;216;0;0;0;0;0;0;147
TH;16067;Gotha;109619;80586;1324;79262;24484;14375;12108;2423;0;4531;18472;0;0;2869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1210;79376;22766;11490;12321;2666;0;6059;18435;407;1054;1574;0;298;1252;0;0;0;105;0;0;0;0;0;0;215;0;0;527;0;0;0;0;0;0;207
TH;16068;Sömmerda;58257;42668;781;41887;14026;5231;7122;1050;0;2439;10102;0;0;1549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368;690;41978;12495;5013;6832;1221;0;3242;10178;184;811;841;0;134;582;0;0;0;49;0;0;0;0;0;0;145;0;0;163;0;0;0;0;0;0;88
TH;16069;Hildburghausen;53456;39362;503;38859;12691;4628;7346;865;0;1519;10038;280;0;905;0;458;0;0;0;0;129;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;466;38896;11701;5097;6273;1130;0;2442;9809;208;408;759;0;272;418;0;0;0;81;0;0;0;0;0;0;105;0;0;116;0;0;0;0;0;0;77
TH;16070;Ilm-Kreis;88722;67479;1146;66333;17737;12745;10566;2386;0;4244;16326;0;0;2329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;977;66502;17810;8901;10599;2745;0;5159;16656;326;770;1117;0;243;1402;0;0;0;88;0;0;0;0;0;0;244;0;0;302;0;0;0;0;0;0;140
TH;16071;Weimarer Land;67184;51318;889;50429;17023;6211;7578;1699;0;2938;11713;34;0;2318;0;30;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;819;708;50610;15849;5869;7294;1822;0;4301;12000;203;622;1212;0;203;709;0;0;0;36;0;0;0;0;0;0;196;0;0;153;0;0;0;0;0;0;141
TH;16072;Sonneberg;47653;33749;512;33237;11085;4328;5576;795;0;1503;8448;186;0;519;0;579;0;0;0;0;218;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;412;33337;9904;4431;5381;945;0;2200;8525;127;380;417;0;247;422;0;0;0;124;0;0;0;0;0;0;99;0;0;73;0;0;0;0;0;0;62
TH;16073;Saalfeld-Rudolstadt;92002;67574;1000;66574;18896;8397;10919;2492;0;4449;18734;0;0;2075;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;612;829;66745;17611;8125;10912;2066;0;5070;18010;281;990;1294;0;296;1199;0;0;0;105;0;0;0;0;0;0;291;0;0;337;0;0;0;0;0;0;158
TH;16074;Saale-Holzland-Kreis;68855;52933;762;52171;18106;5541;8832;1789;0;3062;12343;0;0;1863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;635;648;52285;15688;6092;8822;1704;0;4473;12278;250;490;1001;0;219;693;0;0;0;66;0;0;0;0;0;0;193;0;0;179;0;0;0;0;0;0;137
TH;16075;Saale-Orla-Kreis;68269;51372;765;50607;15309;5815;9175;1445;0;2812;13817;0;0;1779;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;455;651;50721;14470;6210;8354;1354;0;3666;13452;205;603;1005;0;218;602;0;0;0;69;0;0;0;0;0;0;170;0;0;213;0;0;0;0;0;0;130
TH;16076;Greiz;84711;64361;1059;63302;22090;7336;10151;1389;0;3648;16357;0;0;1437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;394;0;0;0;0;0;0;0;0;500;959;63402;19139;7171;9945;1775;0;5468;16203;253;694;994;0;279;737;0;0;0;59;0;0;0;0;0;0;222;0;0;239;0;0;0;0;0;0;224
TH;16077;Altenburger Land;77281;55754;989;54765;16812;6543;10193;914;0;2829;14956;0;0;944;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;252;0;0;0;0;0;0;0;0;1322;908;54846;15860;6758;8832;1275;0;4164;15061;210;647;715;0;157;501;0;0;0;69;0;0;0;0;0;0;146;0;0;287;0;0;0;0;0;0;164
;;Bundesgebiet;61688485;46976341;586726;46389615;14030751;11429231;3966637;3717922;3255487;3249238;5317499;93196;45169;589056;22917;166228;245659;62622;6316;242;35760;15960;903;1142;6114;672;7517;4300;772;2570;2205;1537;1201;1717;371;2176;506;439;1352;884;2458;100889;460849;46515492;12447656;9539381;4297270;4158400;2869688;4999449;5878115;173476;176020;463292;374179;144809;454349;58037;9631;533;29785;6693;1291;2054;41251;32221;911;97539;60914;11558;63203;10009;3032;5617;11661;5991;23404;64073
